auc-PR,auc,ap,precision,recall,f1,dataset,scenario,model,anomaly_ratio,total_samples,anomaly_count
0.8507,0.9903,0.8525,0.8455,0.93,0.8857,AnnThyroid,E,DevNet,0.09090909090909091,1100,100
0.9365,0.9665,0.9366,0.8182,0.9,0.8571,CreditCard,C,FTTransformer,0.09090909090909091,2200,200
0.8963,0.9654,0.8967,0.7955,0.875,0.8333,CreditCard,C,FEAWAD,0.09090909090909091,2200,200
0.8179,0.9748,0.8194,0.7818,0.86,0.819,AnnThyroid,D,FEAWAD,0.09090909090909091,1100,100
0.166,0.7707,0.1791,0.1619,0.3696,0.2252,EmailSpam-bert,A,GANoma,0.04397705544933078,1046,46
0.8031,0.9815,0.8524,0.7591,0.835,0.7952,NSL-KDD,A,AE,0.09090909090909091,2200,200
0.8954,0.9942,0.898,0.8682,0.955,0.9095,NSL-KDD,E,FEAWAD,0.09090909090909091,2200,200
0.7816,0.9899,0.7844,0.8636,0.95,0.9048,NSL-KDD,D,FEAWAD,0.09090909090909091,2200,200
0.8466,0.9738,0.8503,0.7909,0.87,0.8286,CreditCard,A,VAE,0.09090909090909091,2200,200
0.8899,0.9882,0.8907,0.4286,0.9783,0.596,EmailSpam-bert,C,FTTransformer,0.04397705544933078,1046,46
0.1848,0.8479,0.1939,0.2,0.4565,0.2781,EmailSpam-bert,A,LUNAR,0.04397705544933078,1046,46
0.0522,0.5521,0.0557,0.0654,0.1522,0.0915,EmailSpam-bert,A,SO_GAAL,0.04397705544933078,1046,46
0.9113,0.9913,0.912,0.419,0.9565,0.5828,EmailSpam-bert,D,FEAWAD,0.04397705544933078,1046,46
0.9937,0.9989,0.9937,0.8955,0.985,0.9381,NSL-KDD,D,FTTransformer,0.09090909090909091,2200,200
0.9383,0.9545,0.9384,0.8318,0.915,0.8714,CreditCard,B,DevNet,0.09090909090909091,2200,200
0.0846,0.4514,0.0866,0.1273,0.14,0.1333,AnnThyroid,A,DAGMM,0.09090909090909091,1100,100
0.7706,0.9566,0.7721,0.7455,0.82,0.781,AnnThyroid,E,FEAWAD,0.09090909090909091,1100,100
0.0967,0.6808,0.1035,0.1429,0.3261,0.1987,EmailSpam-bert,A,DeepSVDD,0.04397705544933078,1046,46
0.5376,0.9473,0.5406,0.5182,0.57,0.5429,NSL-KDD,A,GANoma,0.09090909090909091,2200,200
0.8443,0.9831,0.8462,0.8,0.88,0.8381,AnnThyroid,C,FTTransformer,0.09090909090909091,1100,100
0.8995,0.9749,0.9003,0.4286,0.9783,0.596,EmailSpam-bert,C,DevNet,0.04397705544933078,1046,46
0.8186,0.931,0.82,0.7409,0.815,0.7762,CreditCard,A,DAGMM,0.09090909090909091,2200,200
0.849,0.9899,0.8507,0.8364,0.92,0.8762,AnnThyroid,C,DevNet,0.09090909090909091,1100,100
0.9815,0.9969,0.9815,0.8818,0.97,0.9238,NSL-KDD,D,DevNet,0.09090909090909091,2200,200
0.5573,0.9054,0.5597,0.4636,0.51,0.4857,AnnThyroid,A,VAE,0.09090909090909091,1100,100
0.663,0.7929,0.6473,0.6591,0.725,0.6905,NSL-KDD,A,SO_GAAL,0.09090909090909091,2200,200
0.5762,0.8987,0.5784,0.4909,0.54,0.5143,AnnThyroid,A,DeepSVDD,0.09090909090909091,1100,100
0.7115,0.9686,0.7148,0.6864,0.755,0.719,NSL-KDD,A,DeepSVDD,0.09090909090909091,2200,200
0.9173,0.9695,0.9174,0.8091,0.89,0.8476,CreditCard,B,FEAWAD,0.09090909090909091,2200,200
0.8702,0.9532,0.8729,0.7545,0.83,0.7905,NSL-KDD,B,FEAWAD,0.09090909090909091,2200,200
0.8166,0.987,0.8228,0.7909,0.87,0.8286,AnnThyroid,B,FTTransformer,0.09090909090909091,1100,100
0.881,0.9203,0.8811,0.7636,0.84,0.8,NSL-KDD,B,FTTransformer,0.09090909090909091,2200,200
0.7739,0.933,0.6274,0.6729,0.895,0.7682,CreditCard,A,SO_GAAL,0.09090909090909091,2200,200
0.8464,0.989,0.8482,0.8182,0.9,0.8571,AnnThyroid,B,DevNet,0.09090909090909091,1100,100
0.1347,0.7801,0.1421,0.1619,0.3696,0.2252,EmailSpam-bert,A,AE,0.04397705544933078,1046,46
0.8597,0.9636,0.8605,0.4,0.913,0.5563,EmailSpam-bert,B,DevNet,0.04397705544933078,1046,46
0.8057,0.9594,0.8094,0.7455,0.82,0.781,CreditCard,A,DeepSVDD,0.09090909090909091,2200,200
0.9338,0.9693,0.9339,0.8227,0.905,0.8619,CreditCard,D,FEAWAD,0.09090909090909091,2200,200
0.851,0.9904,0.8528,0.8455,0.93,0.8857,AnnThyroid,D,DevNet,0.09090909090909091,1100,100
0.9263,0.9648,0.9264,0.8045,0.885,0.8429,CreditCard,B,FTTransformer,0.09090909090909091,2200,200
0.9308,0.9932,0.9313,0.419,0.9565,0.5828,EmailSpam-bert,E,DevNet,0.04397705544933078,1046,46
0.9071,0.9745,0.9078,0.4286,0.9783,0.596,EmailSpam-bert,D,DevNet,0.04397705544933078,1046,46
0.941,0.9952,0.9414,0.4286,0.9783,0.596,EmailSpam-bert,E,FEAWAD,0.04397705544933078,1046,46
0.9514,0.9788,0.9514,0.8455,0.93,0.8857,CreditCard,D,DevNet,0.09090909090909091,2200,200
0.909,0.9764,0.9092,0.8045,0.885,0.8429,CreditCard,A,AE,0.09090909090909091,2200,200
0.842,0.9758,0.8448,0.8,0.88,0.8381,NSL-KDD,C,FEAWAD,0.09090909090909091,2200,200
0.6617,0.8795,0.6633,0.6091,0.67,0.6381,AnnThyroid,C,FEAWAD,0.09090909090909091,1100,100
0.81,0.9777,0.8591,0.7364,0.81,0.7714,NSL-KDD,A,VAE,0.09090909090909091,2200,200
0.9464,0.9888,0.9465,0.8409,0.925,0.881,CreditCard,E,FEAWAD,0.09090909090909091,2200,200
0.4868,0.7327,0.4892,0.5,0.55,0.5238,AnnThyroid,B,FEAWAD,0.09090909090909091,1100,100
0.9313,0.9749,0.9314,0.7773,0.855,0.8143,NSL-KDD,B,DevNet,0.09090909090909091,2200,200
0.9114,0.9681,0.9115,0.7818,0.86,0.819,NSL-KDD,C,FTTransformer,0.09090909090909091,2200,200
0.8339,0.9804,0.8353,0.4095,0.9348,0.5695,EmailSpam-bert,C,FEAWAD,0.04397705544933078,1046,46
0.4846,0.8807,0.487,0.4,0.44,0.419,AnnThyroid,A,AE,0.09090909090909091,1100,100
0.8527,0.9896,0.8541,0.4286,0.9783,0.596,EmailSpam-bert,B,FTTransformer,0.04397705544933078,1046,46
0.1277,0.7818,0.132,0.1333,0.3043,0.1854,EmailSpam-bert,A,VAE,0.04397705544933078,1046,46
0.7888,0.9647,0.7907,0.3905,0.8913,0.543,EmailSpam-bert,B,FEAWAD,0.04397705544933078,1046,46
0.9162,0.9579,0.9162,0.8091,0.89,0.8476,CreditCard,A,GANoma,0.09090909090909091,2200,200
0.9568,0.9946,0.9571,0.4286,0.9783,0.596,EmailSpam-bert,E,FTTransformer,0.04397705544933078,1046,46
0.8346,0.9891,0.8371,0.8091,0.89,0.8476,AnnThyroid,D,FTTransformer,0.09090909090909091,1100,100
0.9336,0.9826,0.9337,0.8091,0.89,0.8476,CreditCard,A,LUNAR,0.09090909090909091,2200,200
0.9536,0.9735,0.9537,0.85,0.935,0.8905,CreditCard,E,DevNet,0.09090909090909091,2200,200
0.9416,0.9877,0.9417,0.8364,0.92,0.8762,NSL-KDD,A,LUNAR,0.09090909090909091,2200,200
0.9352,0.9747,0.9352,0.7909,0.87,0.8286,NSL-KDD,C,DevNet,0.09090909090909091,2200,200
0.5785,0.91,0.5809,0.5091,0.56,0.5333,AnnThyroid,A,LUNAR,0.09090909090909091,1100,100
0.9443,0.975,0.9443,0.8318,0.915,0.8714,CreditCard,D,FTTransformer,0.09090909090909091,2200,200
0.2542,0.5551,0.1347,0.2013,0.3,0.241,AnnThyroid,A,SO_GAAL,0.09090909090909091,1100,100
0.9147,0.9936,0.9155,0.8455,0.93,0.8857,AnnThyroid,E,FTTransformer,0.09090909090909091,1100,100
0.9402,0.9655,0.9402,0.8273,0.91,0.8667,CreditCard,C,DevNet,0.09090909090909091,2200,200
0.5948,0.9217,0.5966,0.6727,0.74,0.7048,NSL-KDD,A,DAGMM,0.09090909090909091,2200,200
0.9446,0.9913,0.9448,0.4095,0.9348,0.5695,EmailSpam-bert,D,FTTransformer,0.04397705544933078,1046,46
0.9481,0.9862,0.9482,0.8227,0.905,0.8619,CreditCard,E,FTTransformer,0.09090909090909091,2200,200
0.967,0.9838,0.967,0.85,0.935,0.8905,NSL-KDD,E,DevNet,0.09090909090909091,2200,200
0.9773,0.9936,0.9773,0.8727,0.96,0.9143,NSL-KDD,E,FTTransformer,0.09090909090909091,2200,200
0.1599,0.572,0.1638,0.2091,0.23,0.219,AnnThyroid,A,GANoma,0.09090909090909091,1100,100
0.0372,0.4575,0.0385,0.0095,0.0217,0.0132,EmailSpam-bert,A,DAGMM,0.04397705544933078,1046,46
0.8507,0.9903,0.8525,0.8455,0.93,0.8857,AnnThyroid,E,DevNet,0.09090909090909091,1100,100
0.9365,0.9665,0.9366,0.8182,0.9,0.8571,CreditCard,C,FTTransformer,0.09090909090909091,2200,200
0.8963,0.9654,0.8967,0.7955,0.875,0.8333,CreditCard,C,FEAWAD,0.09090909090909091,2200,200
0.8179,0.9748,0.8194,0.7818,0.86,0.819,AnnThyroid,D,FEAWAD,0.09090909090909091,1100,100
0.166,0.7707,0.1791,0.1619,0.3696,0.2252,EmailSpam-bert,A,GANoma,0.04397705544933078,1046,46
0.8359,0.9753,0.8363,0.7227,0.795,0.7571,NSL-KDD,A,AE,0.09090909090909091,2200,200
0.8193,0.9895,0.8221,0.85,0.935,0.8905,NSL-KDD,E,FEAWAD,0.09090909090909091,2200,200
0.8901,0.9893,0.8926,0.8682,0.955,0.9095,NSL-KDD,D,FEAWAD,0.09090909090909091,2200,200
0.8466,0.9738,0.8503,0.7909,0.87,0.8286,CreditCard,A,VAE,0.09090909090909091,2200,200
0.8899,0.9882,0.8907,0.4286,0.9783,0.596,EmailSpam-bert,C,FTTransformer,0.04397705544933078,1046,46
0.1848,0.8479,0.1939,0.2,0.4565,0.2781,EmailSpam-bert,A,LUNAR,0.04397705544933078,1046,46
0.0522,0.5521,0.0557,0.0654,0.1522,0.0915,EmailSpam-bert,A,SO_GAAL,0.04397705544933078,1046,46
0.9113,0.9913,0.912,0.419,0.9565,0.5828,EmailSpam-bert,D,FEAWAD,0.04397705544933078,1046,46
0.9647,0.9852,0.9647,0.8455,0.93,0.8857,NSL-KDD,D,FTTransformer,0.09090909090909091,2200,200
0.9383,0.9545,0.9384,0.8318,0.915,0.8714,CreditCard,B,DevNet,0.09090909090909091,2200,200
0.0846,0.4514,0.0866,0.1273,0.14,0.1333,AnnThyroid,A,DAGMM,0.09090909090909091,1100,100
0.7706,0.9566,0.7721,0.7455,0.82,0.781,AnnThyroid,E,FEAWAD,0.09090909090909091,1100,100
0.0967,0.6808,0.1035,0.1429,0.3261,0.1987,EmailSpam-bert,A,DeepSVDD,0.04397705544933078,1046,46
0.701,0.9608,0.704,0.6955,0.765,0.7286,NSL-KDD,A,GANoma,0.09090909090909091,2200,200
0.8443,0.9831,0.8462,0.8,0.88,0.8381,AnnThyroid,C,FTTransformer,0.09090909090909091,1100,100
0.8995,0.9749,0.9003,0.4286,0.9783,0.596,EmailSpam-bert,C,DevNet,0.04397705544933078,1046,46
0.8186,0.931,0.82,0.7409,0.815,0.7762,CreditCard,A,DAGMM,0.09090909090909091,2200,200
0.849,0.9899,0.8507,0.8364,0.92,0.8762,AnnThyroid,C,DevNet,0.09090909090909091,1100,100
0.9643,0.9872,0.9643,0.8455,0.93,0.8857,NSL-KDD,D,DevNet,0.09090909090909091,2200,200
0.5573,0.9054,0.5597,0.4636,0.51,0.4857,AnnThyroid,A,VAE,0.09090909090909091,1100,100
0.6583,0.8192,0.6387,0.6364,0.7,0.6667,NSL-KDD,A,SO_GAAL,0.09090909090909091,2200,200
0.5762,0.8987,0.5784,0.4909,0.54,0.5143,AnnThyroid,A,DeepSVDD,0.09090909090909091,1100,100
0.6852,0.9589,0.6883,0.6591,0.725,0.6905,NSL-KDD,A,DeepSVDD,0.09090909090909091,2200,200
0.9173,0.9695,0.9174,0.8091,0.89,0.8476,CreditCard,B,FEAWAD,0.09090909090909091,2200,200
0.8899,0.9924,0.8925,0.8045,0.885,0.8429,NSL-KDD,B,FEAWAD,0.09090909090909091,2200,200
0.8166,0.987,0.8228,0.7909,0.87,0.8286,AnnThyroid,B,FTTransformer,0.09090909090909091,1100,100
0.895,0.9429,0.8951,0.7636,0.84,0.8,NSL-KDD,B,FTTransformer,0.09090909090909091,2200,200
0.7739,0.933,0.6274,0.6729,0.895,0.7682,CreditCard,A,SO_GAAL,0.09090909090909091,2200,200
0.8464,0.989,0.8482,0.8182,0.9,0.8571,AnnThyroid,B,DevNet,0.09090909090909091,1100,100
0.1347,0.7801,0.1421,0.1619,0.3696,0.2252,EmailSpam-bert,A,AE,0.04397705544933078,1046,46
0.8597,0.9636,0.8605,0.4,0.913,0.5563,EmailSpam-bert,B,DevNet,0.04397705544933078,1046,46
0.8057,0.9594,0.8094,0.7455,0.82,0.781,CreditCard,A,DeepSVDD,0.09090909090909091,2200,200
0.9338,0.9693,0.9339,0.8227,0.905,0.8619,CreditCard,D,FEAWAD,0.09090909090909091,2200,200
0.851,0.9904,0.8528,0.8455,0.93,0.8857,AnnThyroid,D,DevNet,0.09090909090909091,1100,100
0.9263,0.9648,0.9264,0.8045,0.885,0.8429,CreditCard,B,FTTransformer,0.09090909090909091,2200,200
0.9308,0.9932,0.9313,0.419,0.9565,0.5828,EmailSpam-bert,E,DevNet,0.04397705544933078,1046,46
0.9071,0.9745,0.9078,0.4286,0.9783,0.596,EmailSpam-bert,D,DevNet,0.04397705544933078,1046,46
0.941,0.9952,0.9414,0.4286,0.9783,0.596,EmailSpam-bert,E,FEAWAD,0.04397705544933078,1046,46
0.9514,0.9788,0.9514,0.8455,0.93,0.8857,CreditCard,D,DevNet,0.09090909090909091,2200,200
0.909,0.9764,0.9092,0.8045,0.885,0.8429,CreditCard,A,AE,0.09090909090909091,2200,200
0.8583,0.9876,0.8607,0.8364,0.92,0.8762,NSL-KDD,C,FEAWAD,0.09090909090909091,2200,200
0.6617,0.8795,0.6633,0.6091,0.67,0.6381,AnnThyroid,C,FEAWAD,0.09090909090909091,1100,100
0.8525,0.9708,0.8528,0.7227,0.795,0.7571,NSL-KDD,A,VAE,0.09090909090909091,2200,200
0.9464,0.9888,0.9465,0.8409,0.925,0.881,CreditCard,E,FEAWAD,0.09090909090909091,2200,200
0.4868,0.7327,0.4892,0.5,0.55,0.5238,AnnThyroid,B,FEAWAD,0.09090909090909091,1100,100
0.9005,0.92,0.9005,0.7864,0.865,0.8238,NSL-KDD,B,DevNet,0.09090909090909091,2200,200
0.9212,0.9699,0.9213,0.7864,0.865,0.8238,NSL-KDD,C,FTTransformer,0.09090909090909091,2200,200
0.8339,0.9804,0.8353,0.4095,0.9348,0.5695,EmailSpam-bert,C,FEAWAD,0.04397705544933078,1046,46
0.4846,0.8807,0.487,0.4,0.44,0.419,AnnThyroid,A,AE,0.09090909090909091,1100,100
0.8527,0.9896,0.8541,0.4286,0.9783,0.596,EmailSpam-bert,B,FTTransformer,0.04397705544933078,1046,46
0.1277,0.7818,0.132,0.1333,0.3043,0.1854,EmailSpam-bert,A,VAE,0.04397705544933078,1046,46
0.7888,0.9647,0.7907,0.3905,0.8913,0.543,EmailSpam-bert,B,FEAWAD,0.04397705544933078,1046,46
0.9162,0.9579,0.9162,0.8091,0.89,0.8476,CreditCard,A,GANoma,0.09090909090909091,2200,200
0.9568,0.9946,0.9571,0.4286,0.9783,0.596,EmailSpam-bert,E,FTTransformer,0.04397705544933078,1046,46
0.8346,0.9891,0.8371,0.8091,0.89,0.8476,AnnThyroid,D,FTTransformer,0.09090909090909091,1100,100
0.9336,0.9826,0.9337,0.8091,0.89,0.8476,CreditCard,A,LUNAR,0.09090909090909091,2200,200
0.9536,0.9735,0.9537,0.85,0.935,0.8905,CreditCard,E,DevNet,0.09090909090909091,2200,200
0.9441,0.9901,0.9442,0.8318,0.915,0.8714,NSL-KDD,A,LUNAR,0.09090909090909091,2200,200
0.9141,0.931,0.9141,0.8,0.88,0.8381,NSL-KDD,C,DevNet,0.09090909090909091,2200,200
0.5785,0.91,0.5809,0.5091,0.56,0.5333,AnnThyroid,A,LUNAR,0.09090909090909091,1100,100
0.9443,0.975,0.9443,0.8318,0.915,0.8714,CreditCard,D,FTTransformer,0.09090909090909091,2200,200
0.2542,0.5551,0.1347,0.2013,0.3,0.241,AnnThyroid,A,SO_GAAL,0.09090909090909091,1100,100
0.9147,0.9936,0.9155,0.8455,0.93,0.8857,AnnThyroid,E,FTTransformer,0.09090909090909091,1100,100
0.9402,0.9655,0.9402,0.8273,0.91,0.8667,CreditCard,C,DevNet,0.09090909090909091,2200,200
0.5917,0.9221,0.5936,0.6818,0.75,0.7143,NSL-KDD,A,DAGMM,0.09090909090909091,2200,200
0.9446,0.9913,0.9448,0.4095,0.9348,0.5695,EmailSpam-bert,D,FTTransformer,0.04397705544933078,1046,46
0.9481,0.9862,0.9482,0.8227,0.905,0.8619,CreditCard,E,FTTransformer,0.09090909090909091,2200,200
0.982,0.9971,0.9821,0.8682,0.955,0.9095,NSL-KDD,E,DevNet,0.09090909090909091,2200,200
0.9871,0.9974,0.9871,0.8864,0.975,0.9286,NSL-KDD,E,FTTransformer,0.09090909090909091,2200,200
0.1599,0.572,0.1638,0.2091,0.23,0.219,AnnThyroid,A,GANoma,0.09090909090909091,1100,100
0.0372,0.4575,0.0385,0.0095,0.0217,0.0132,EmailSpam-bert,A,DAGMM,0.04397705544933078,1046,46
0.8507,0.9903,0.8525,0.8455,0.93,0.8857,AnnThyroid,E,DevNet,0.09090909090909091,1100,100
0.9365,0.9665,0.9366,0.8182,0.9,0.8571,CreditCard,C,FTTransformer,0.09090909090909091,2200,200
0.8963,0.9654,0.8967,0.7955,0.875,0.8333,CreditCard,C,FEAWAD,0.09090909090909091,2200,200
0.8179,0.9748,0.8194,0.7818,0.86,0.819,AnnThyroid,D,FEAWAD,0.09090909090909091,1100,100
0.166,0.7707,0.1791,0.1619,0.3696,0.2252,EmailSpam-bert,A,GANoma,0.04397705544933078,1046,46
0.8601,0.9765,0.8604,0.7227,0.795,0.7571,NSL-KDD,A,AE,0.09090909090909091,2200,200
0.9233,0.9938,0.9259,0.8682,0.955,0.9095,NSL-KDD,E,FEAWAD,0.09090909090909091,2200,200
0.8718,0.994,0.8741,0.8636,0.95,0.9048,NSL-KDD,D,FEAWAD,0.09090909090909091,2200,200
0.8466,0.9738,0.8503,0.7909,0.87,0.8286,CreditCard,A,VAE,0.09090909090909091,2200,200
0.8899,0.9882,0.8907,0.4286,0.9783,0.596,EmailSpam-bert,C,FTTransformer,0.04397705544933078,1046,46
0.1848,0.8479,0.1939,0.2,0.4565,0.2781,EmailSpam-bert,A,LUNAR,0.04397705544933078,1046,46
0.0522,0.5521,0.0557,0.0654,0.1522,0.0915,EmailSpam-bert,A,SO_GAAL,0.04397705544933078,1046,46
0.9113,0.9913,0.912,0.419,0.9565,0.5828,EmailSpam-bert,D,FEAWAD,0.04397705544933078,1046,46
0.9765,0.9889,0.9765,0.8727,0.96,0.9143,NSL-KDD,D,FTTransformer,0.09090909090909091,2200,200
0.9383,0.9545,0.9384,0.8318,0.915,0.8714,CreditCard,B,DevNet,0.09090909090909091,2200,200
0.0846,0.4514,0.0866,0.1273,0.14,0.1333,AnnThyroid,A,DAGMM,0.09090909090909091,1100,100
0.7706,0.9566,0.7721,0.7455,0.82,0.781,AnnThyroid,E,FEAWAD,0.09090909090909091,1100,100
0.0967,0.6808,0.1035,0.1429,0.3261,0.1987,EmailSpam-bert,A,DeepSVDD,0.04397705544933078,1046,46
0.7151,0.9649,0.7176,0.7182,0.79,0.7524,NSL-KDD,A,GANoma,0.09090909090909091,2200,200
0.8443,0.9831,0.8462,0.8,0.88,0.8381,AnnThyroid,C,FTTransformer,0.09090909090909091,1100,100
0.8995,0.9749,0.9003,0.4286,0.9783,0.596,EmailSpam-bert,C,DevNet,0.04397705544933078,1046,46
0.8186,0.931,0.82,0.7409,0.815,0.7762,CreditCard,A,DAGMM,0.09090909090909091,2200,200
0.849,0.9899,0.8507,0.8364,0.92,0.8762,AnnThyroid,C,DevNet,0.09090909090909091,1100,100
0.9804,0.9967,0.9804,0.8682,0.955,0.9095,NSL-KDD,D,DevNet,0.09090909090909091,2200,200
0.5573,0.9054,0.5597,0.4636,0.51,0.4857,AnnThyroid,A,VAE,0.09090909090909091,1100,100
0.6968,0.8193,0.6878,0.6636,0.73,0.6952,NSL-KDD,A,SO_GAAL,0.09090909090909091,2200,200
0.5762,0.8987,0.5784,0.4909,0.54,0.5143,AnnThyroid,A,DeepSVDD,0.09090909090909091,1100,100
0.7091,0.9568,0.712,0.6364,0.7,0.6667,NSL-KDD,A,DeepSVDD,0.09090909090909091,2200,200
0.9173,0.9695,0.9174,0.8091,0.89,0.8476,CreditCard,B,FEAWAD,0.09090909090909091,2200,200
0.8461,0.9589,0.8487,0.8045,0.885,0.8429,NSL-KDD,B,FEAWAD,0.09090909090909091,2200,200
0.8166,0.987,0.8228,0.7909,0.87,0.8286,AnnThyroid,B,FTTransformer,0.09090909090909091,1100,100
0.8931,0.9513,0.8932,0.7818,0.86,0.819,NSL-KDD,B,FTTransformer,0.09090909090909091,2200,200
0.7739,0.933,0.6274,0.6729,0.895,0.7682,CreditCard,A,SO_GAAL,0.09090909090909091,2200,200
0.8464,0.989,0.8482,0.8182,0.9,0.8571,AnnThyroid,B,DevNet,0.09090909090909091,1100,100
0.1347,0.7801,0.1421,0.1619,0.3696,0.2252,EmailSpam-bert,A,AE,0.04397705544933078,1046,46
0.8597,0.9636,0.8605,0.4,0.913,0.5563,EmailSpam-bert,B,DevNet,0.04397705544933078,1046,46
0.8057,0.9594,0.8094,0.7455,0.82,0.781,CreditCard,A,DeepSVDD,0.09090909090909091,2200,200
0.9338,0.9693,0.9339,0.8227,0.905,0.8619,CreditCard,D,FEAWAD,0.09090909090909091,2200,200
0.851,0.9904,0.8528,0.8455,0.93,0.8857,AnnThyroid,D,DevNet,0.09090909090909091,1100,100
0.9263,0.9648,0.9264,0.8045,0.885,0.8429,CreditCard,B,FTTransformer,0.09090909090909091,2200,200
0.9308,0.9932,0.9313,0.419,0.9565,0.5828,EmailSpam-bert,E,DevNet,0.04397705544933078,1046,46
0.9071,0.9745,0.9078,0.4286,0.9783,0.596,EmailSpam-bert,D,DevNet,0.04397705544933078,1046,46
0.941,0.9952,0.9414,0.4286,0.9783,0.596,EmailSpam-bert,E,FEAWAD,0.04397705544933078,1046,46
0.9514,0.9788,0.9514,0.8455,0.93,0.8857,CreditCard,D,DevNet,0.09090909090909091,2200,200
0.909,0.9764,0.9092,0.8045,0.885,0.8429,CreditCard,A,AE,0.09090909090909091,2200,200
0.8329,0.9684,0.8365,0.8045,0.885,0.8429,NSL-KDD,C,FEAWAD,0.09090909090909091,2200,200
0.6617,0.8795,0.6633,0.6091,0.67,0.6381,AnnThyroid,C,FEAWAD,0.09090909090909091,1100,100
0.8552,0.9701,0.8555,0.7364,0.81,0.7714,NSL-KDD,A,VAE,0.09090909090909091,2200,200
0.9464,0.9888,0.9465,0.8409,0.925,0.881,CreditCard,E,FEAWAD,0.09090909090909091,2200,200
0.4868,0.7327,0.4892,0.5,0.55,0.5238,AnnThyroid,B,FEAWAD,0.09090909090909091,1100,100
0.9039,0.9814,0.9045,0.7955,0.875,0.8333,NSL-KDD,B,DevNet,0.09090909090909091,2200,200
0.9509,0.9861,0.951,0.8318,0.915,0.8714,NSL-KDD,C,FTTransformer,0.09090909090909091,2200,200
0.8339,0.9804,0.8353,0.4095,0.9348,0.5695,EmailSpam-bert,C,FEAWAD,0.04397705544933078,1046,46
0.4846,0.8807,0.487,0.4,0.44,0.419,AnnThyroid,A,AE,0.09090909090909091,1100,100
0.8527,0.9896,0.8541,0.4286,0.9783,0.596,EmailSpam-bert,B,FTTransformer,0.04397705544933078,1046,46
0.1277,0.7818,0.132,0.1333,0.3043,0.1854,EmailSpam-bert,A,VAE,0.04397705544933078,1046,46
0.7888,0.9647,0.7907,0.3905,0.8913,0.543,EmailSpam-bert,B,FEAWAD,0.04397705544933078,1046,46
0.9162,0.9579,0.9162,0.8091,0.89,0.8476,CreditCard,A,GANoma,0.09090909090909091,2200,200
0.9568,0.9946,0.9571,0.4286,0.9783,0.596,EmailSpam-bert,E,FTTransformer,0.04397705544933078,1046,46
0.8346,0.9891,0.8371,0.8091,0.89,0.8476,AnnThyroid,D,FTTransformer,0.09090909090909091,1100,100
0.9336,0.9826,0.9337,0.8091,0.89,0.8476,CreditCard,A,LUNAR,0.09090909090909091,2200,200
0.9536,0.9735,0.9537,0.85,0.935,0.8905,CreditCard,E,DevNet,0.09090909090909091,2200,200
0.9644,0.9922,0.9644,0.8545,0.94,0.8952,NSL-KDD,A,LUNAR,0.09090909090909091,2200,200
0.9268,0.9494,0.9269,0.8136,0.895,0.8524,NSL-KDD,C,DevNet,0.09090909090909091,2200,200
0.5785,0.91,0.5809,0.5091,0.56,0.5333,AnnThyroid,A,LUNAR,0.09090909090909091,1100,100
0.9443,0.975,0.9443,0.8318,0.915,0.8714,CreditCard,D,FTTransformer,0.09090909090909091,2200,200
0.2542,0.5551,0.1347,0.2013,0.3,0.241,AnnThyroid,A,SO_GAAL,0.09090909090909091,1100,100
0.9147,0.9936,0.9155,0.8455,0.93,0.8857,AnnThyroid,E,FTTransformer,0.09090909090909091,1100,100
0.9402,0.9655,0.9402,0.8273,0.91,0.8667,CreditCard,C,DevNet,0.09090909090909091,2200,200
0.4963,0.9081,0.4995,0.6455,0.71,0.6762,NSL-KDD,A,DAGMM,0.09090909090909091,2200,200
0.9446,0.9913,0.9448,0.4095,0.9348,0.5695,EmailSpam-bert,D,FTTransformer,0.04397705544933078,1046,46
0.9481,0.9862,0.9482,0.8227,0.905,0.8619,CreditCard,E,FTTransformer,0.09090909090909091,2200,200
0.9776,0.9921,0.9776,0.8727,0.96,0.9143,NSL-KDD,E,DevNet,0.09090909090909091,2200,200
0.9904,0.9978,0.9904,0.8955,0.985,0.9381,NSL-KDD,E,FTTransformer,0.09090909090909091,2200,200
0.1599,0.572,0.1638,0.2091,0.23,0.219,AnnThyroid,A,GANoma,0.09090909090909091,1100,100
0.0372,0.4575,0.0385,0.0095,0.0217,0.0132,EmailSpam-bert,A,DAGMM,0.04397705544933078,1046,46
0.8507,0.9903,0.8525,0.8455,0.93,0.8857,AnnThyroid,E,DevNet,0.09090909090909091,1100,100
0.9365,0.9665,0.9366,0.8182,0.9,0.8571,CreditCard,C,FTTransformer,0.09090909090909091,2200,200
0.8963,0.9654,0.8967,0.7955,0.875,0.8333,CreditCard,C,FEAWAD,0.09090909090909091,2200,200
0.8179,0.9748,0.8194,0.7818,0.86,0.819,AnnThyroid,D,FEAWAD,0.09090909090909091,1100,100
0.166,0.7707,0.1791,0.1619,0.3696,0.2252,EmailSpam-bert,A,GANoma,0.04397705544933078,1046,46
0.8579,0.9801,0.856,0.7455,0.82,0.781,NSL-KDD,A,AE,0.09090909090909091,2200,200
0.8592,0.9925,0.8618,0.8545,0.94,0.8952,NSL-KDD,E,FEAWAD,0.09090909090909091,2200,200
